review,sentiment
"i laughed at dick ( todd louiso ) , the shy , timorous , steve buscemi character of lebowski , who seems to know what he is talking about but either can't put it into words or is harshly rejected by his friends .",positive
"i laughed at the john goodman character barry ( jack black ) , an exact replica of the comic bookstore owner on the simpsons , pudgy , egotistic , and obnoxious at the same time .",positive
"and i laughed at rob ( john cusack ) , the jeff bridges type , whom the story revolves around .",positive
"rob is the character easiest to relate to , but he is nothing like you at all .",positive
"he uncontrollably cheats and lies , then is unable to realize why he can not hold onto a woman .",positive
"and like his other miserable friends , pop music is where he inevitably goes for comfort .",positive
he spends the afternoons at his job quizzing his coworkers with obscure trivia or listening to new music and either deriding it or praising it .,positive
"whatever human emotions the clash , aretha franklin , and bruce springsteen records hold , rob and co .",positive
grasp them and help fill voids in their social lives .,positive
rob has built an extensive collection in his record store as well as his home and he organizes them depending on what mood he is in .,positive
"during this confused stage of his life in which the movie focuses on , rob is trying to cope with numerous rejections over the years by visiting past girlfriends and eventually asking why they dumped him .",positive
but these aren't any girlfriends ? these girls made the all time top five break ups in the history of rob ( rob's incessant use of lists show how pop music has played a major role in his life ) .,positive
the plot in three words is : women and music .,positive
the approach director stephen frears takes by having the charismatic rob speak directly to the camera is very effective .,positive
"it gives high fidelity a quickly paced , informal structure , adjectives which perfectly parallel rob's own lifestyle .",positive
